CaseID;Activity;Timestamp;Originator;Status_Halal
30377197261dd28f98133d7049610330;Cek COA Kadar etanol;2022-01-11 06:52:44;uji;Haram
30377197261dd28f98133d7049610330;Ambil Kesimpulan;2022-01-11 06:53:15;uji;Haram
30834960961de3abc6b34e7042260492;Cek informasi bahan;2022-01-12 02:19:46;uji;Syubhat
30834960961de3abc6b34e7042260492;Cek sertifikat halal;2022-01-12 02:19:54;uji;Syubhat
30834960961de3abc6b34e7042260492;Cek certificate analysis;2022-01-12 02:20:04;uji;Syubhat
30834960961de3abc6b34e7042260492;Cek kelompok bahan;2022-01-12 02:20:14;uji;Syubhat
30834960961de3abc6b34e7042260492;Cek bahan kritis margarin;2022-01-12 02:20:24;uji;Syubhat
30834960961de3abc6b34e7042260492;Cek komponen flavor;2022-01-12 02:20:39;uji;Halal
30834960961de3abc6b34e7042260492;Cek penggunaan pelarut (flavor);2022-01-12 02:20:51;uji;Halal
30834960961de3abc6b34e7042260492;Ambil Kesimpulan;2022-01-12 02:24:07;uji;Halal
31146240261dedcf176d1c3016362606;Cek informasi bahan;2022-01-12 13:51:50;uji;Syubhat
31146240261dedcf176d1c3016362606;Cek sertifikat halal;2022-01-12 13:51:59;uji;Syubhat
31146240261dedcf176d1c3016362606;Cek certificate analysis;2022-01-12 13:52:09;uji;Syubhat
31146240261dedcf176d1c3016362606;Cek kelompok bahan;2022-01-12 13:52:20;uji;Syubhat
31146240261dedcf176d1c3016362606;Cek bahan kritis HVP;2022-01-12 13:52:35;uji;Syubhat
31146240261dedcf176d1c3016362606;Cek sumber enzim;2022-01-12 13:52:46;uji;Syubhat
31146240261dedcf176d1c3016362606;Cek certificate of analysis (Enzim);2022-01-12 13:52:59;uji;Syubhat
31146240261dedcf176d1c3016362606;Cek kehalalan hewan (enzim);2022-01-12 13:53:08;uji;Haram
31146240261dedcf176d1c3016362606;Ambil Kesimpulan;2022-01-12 13:53:29;uji;Haram
31246948261dfeaa9379ee0091249157;Cek informasi bahan;2022-01-13 09:02:40;uji;Syubhat
31246948261dfeaa9379ee0091249157;Cek sertifikat halal;2022-01-13 09:02:51;uji;Syubhat
31246948261dfeaa9379ee0091249157;Cek certificate analysis;2022-01-13 09:03:07;uji;Syubhat
31246948261dfeaa9379ee0091249157;Cek kelompok bahan;2022-01-13 09:03:22;uji;Syubhat
31246948261dfeaa9379ee0091249157;Cek bahan kritis margarin;2022-01-13 09:03:36;uji;Syubhat
31246948261dfeaa9379ee0091249157;Cek sertifikat halal vitamin;2022-01-13 09:03:54;uji;Syubhat
31246948261dfeaa9379ee0091249157;Cek kandungan vitamin;2022-01-13 09:04:11;uji;Halal
31246948261dfeaa9379ee0091249157;Cek pelapis vitamin;2022-01-13 09:04:30;uji;Syubhat
31246948261dfeaa9379ee0091249157;Cek certificate of analysis pelapis (vitamin);2022-01-13 09:04:45;uji;Syubhat
31246948261dfeaa9379ee0091249157;Cek kehalalan hewan gelatin (vitamin);2022-01-13 09:04:59;uji;Halal
31246948261dfeaa9379ee0091249157;Cek metode penyembelihan gelatin (vitamin);2022-01-13 09:05:14;uji;Halal
31246948261dfeaa9379ee0091249157;Ambil Kesimpulan;2022-01-13 09:05:31;uji;Halal
31268310561dee1ae3c1ad6035858053;Cek informasi bahan;2022-01-12 14:12:03;uji;Syubhat
31268310561dee1ae3c1ad6035858053;Cek sertifikat halal;2022-01-12 14:12:12;uji;Syubhat
31268310561dee1ae3c1ad6035858053;Cek certificate analysis;2022-01-12 14:12:22;uji;Syubhat
31268310561dee1ae3c1ad6035858053;Cek kelompok bahan;2022-01-12 14:12:32;uji;Syubhat
31268310561dee1ae3c1ad6035858053;Cek bahan kritis manisan buah-buahan;2022-01-12 14:12:44;uji;Syubhat
31268310561dee1ae3c1ad6035858053;Cek proses produksi;2022-01-12 14:12:56;uji;Syubhat
31268310561dee1ae3c1ad6035858053;Cek kehalalan media;2022-01-12 14:13:08;uji;Halal
31268310561dee1ae3c1ad6035858053;Ambil Kesimpulan;2022-01-12 14:13:30;uji;Halal
31454467761de5693e649f3049244978;Cek informasi bahan;2022-01-12 04:18:34;uji;Syubhat
31454467761de5693e649f3049244978;Cek sertifikat halal;2022-01-12 04:18:43;uji;Syubhat
31454467761de5693e649f3049244978;Cek certificate analysis;2022-01-12 04:18:55;uji;Syubhat
31454467761de5693e649f3049244978;Cek kelompok bahan;2022-01-12 04:19:06;uji;Syubhat
31454467761de5693e649f3049244978;Cek bahan kritis margarin;2022-01-12 04:19:17;uji;Syubhat
31454467761de5693e649f3049244978;Cek jenis pewarna;2022-01-12 04:19:33;uji;Syubhat
31454467761de5693e649f3049244978;Cek kandungan pewarna;2022-01-12 04:19:43;uji;Syubhat
31454467761de5693e649f3049244978;Cek kandungan pelarut (pewarna);2022-01-12 04:20:01;uji;Syubhat
31454467761de5693e649f3049244978;Cek kandungan pelapis (pewarna);2022-01-12 04:19:55;uji;Syubhat
31454467761de5693e649f3049244978;Cek sumber etanol (pewarna);2022-01-12 04:20:16;uji;Haram
31454467761de5693e649f3049244978;Cek kehalalan hewan (pewarna);2022-01-12 04:20:49;uji;Halal
31454467761de5693e649f3049244978;Cek metode penyembelihan (pewarna);2022-01-12 04:20:59;uji;Halal
31454467761de5693e649f3049244978;Ambil Kesimpulan;2022-01-12 04:21:12;uji;Haram
31478881861e08a71037773096241513;Cek informasi bahan;2022-01-13 20:24:21;uji;Syubhat
31478881861e08a71037773096241513;Cek sertifikat halal;2022-01-13 20:24:28;uji;Syubhat
31478881861e08a71037773096241513;Cek certificate analysis;2022-01-13 20:24:40;uji;Syubhat
31478881861e08a71037773096241513;Cek kelompok bahan;2022-01-13 20:24:52;uji;Syubhat
31478881861e08a71037773096241513;Cek bahan kritis manisan buah-buahan;2022-01-13 20:25:04;uji;Syubhat
31478881861e08a71037773096241513;Cek komponen flavor;2022-01-13 20:25:18;uji;Halal
31478881861e08a71037773096241513;Cek penggunaan pelarut (flavor);2022-01-13 21:01:45;uji;Halal
31478881861e08a71037773096241513;Ambil Kesimpulan;2022-01-13 21:02:06;uji;Halal
31628417961df685148a7a5047322251;Cek informasi bahan;2022-01-12 23:46:33;uji;Syubhat
31628417961df685148a7a5047322251;Cek sertifikat halal;2022-01-12 23:46:42;uji;Syubhat
31628417961df685148a7a5047322251;Cek certificate analysis;2022-01-12 23:46:53;uji;Syubhat
31628417961df685148a7a5047322251;Cek kelompok bahan;2022-01-12 23:47:04;uji;Syubhat
31628417961df685148a7a5047322251;Cek bahan kritis margarin;2022-01-12 23:47:15;uji;Syubhat
31628417961df685148a7a5047322251;Cek sumber emulsifier;2022-01-12 23:47:29;uji;Halal
31628417961df685148a7a5047322251;Ambil Kesimpulan;2022-01-12 23:47:59;uji;Halal
31936645561dfffe01bfc25015903712;Cek informasi bahan;2022-01-13 10:33:10;uji;Syubhat
31936645561dfffe01bfc25015903712;Cek sertifikat halal;2022-01-13 10:33:22;uji;Syubhat
31936645561dfffe01bfc25015903712;Cek certificate analysis;2022-01-13 10:33:36;uji;Syubhat
31936645561dfffe01bfc25015903712;Cek kelompok bahan;2022-01-13 10:33:50;uji;Syubhat
31936645561dfffe01bfc25015903712;Cek bahan kritis jam/selai;2022-01-13 10:34:15;uji;Syubhat
31936645561dfffe01bfc25015903712;Cek jenis pewarna;2022-01-13 10:34:30;uji;Syubhat
31936645561dfffe01bfc25015903712;Cek kandungan pewarna;2022-01-13 10:34:44;uji;Syubhat
31936645561dfffe01bfc25015903712;Cek kandungan pelarut (pewarna);2022-01-13 10:35:06;uji;Syubhat
31936645561dfffe01bfc25015903712;Cek kandungan pelapis (pewarna);2022-01-13 10:35:37;uji;Syubhat
31936645561dfffe01bfc25015903712;Cek sumber etanol (pewarna);2022-01-13 10:35:23;uji;Haram
31936645561dfffe01bfc25015903712;Cek kehalalan hewan (pewarna);2022-01-13 10:35:55;uji;Haram
31936645561dfffe01bfc25015903712;Ambil Kesimpulan;2022-01-13 10:36:13;uji;Haram
32687377961ddacbb14c054051025243;Cek informasi bahan;2022-01-11 16:13:53;uji;Syubhat
32687377961ddacbb14c054051025243;Cek sertifikat halal;2022-01-11 16:14:01;uji;Syubhat
32687377961ddacbb14c054051025243;Cek certificate analysis;2022-01-11 16:14:12;uji;Syubhat
32687377961ddacbb14c054051025243;Cek kelompok bahan;2022-01-11 16:14:22;uji;Syubhat
32687377961ddacbb14c054051025243;Cek bahan kritis oleoresin;2022-01-11 16:14:33;uji;Syubhat
32687377961ddacbb14c054051025243;Cek sumber emulsifier;2022-01-11 16:14:44;uji;Halal
32687377961ddacbb14c054051025243;Ambil Kesimpulan;2022-01-11 16:15:07;uji;Halal
32791137661dee0a698bfa5043950246;Cek informasi bahan;2022-01-12 14:07:40;uji;Syubhat
32791137661dee0a698bfa5043950246;Cek sertifikat halal;2022-01-12 14:07:52;uji;Syubhat
32791137661dee0a698bfa5043950246;Cek certificate analysis;2022-01-12 14:08:02;uji;Syubhat
32791137661dee0a698bfa5043950246;Cek kelompok bahan;2022-01-12 14:08:15;uji;Syubhat
32791137661dee0a698bfa5043950246;Cek bahan kritis manisan buah-buahan;2022-01-12 14:08:56;uji;Syubhat
32791137661dee0a698bfa5043950246;Cek proses produksi;2022-01-12 14:09:09;uji;Halal
32791137661dee0a698bfa5043950246;Ambil Kesimpulan;2022-01-12 14:09:51;uji;Halal
33843994161e0882a0f9800030592511;Cek informasi bahan;2022-01-13 20:14:40;uji;Syubhat
33843994161e0882a0f9800030592511;Cek sertifikat halal;2022-01-13 20:14:49;uji;Syubhat
33843994161e0882a0f9800030592511;Cek certificate analysis;2022-01-13 20:14:59;uji;Syubhat
33843994161e0882a0f9800030592511;Cek kelompok bahan;2022-01-13 20:15:09;uji;Syubhat
33843994161e0882a0f9800030592511;Cek bahan kritis manisan buah-buahan;2022-01-13 20:15:20;uji;Syubhat
33843994161e0882a0f9800030592511;Cek jenis pewarna;2022-01-13 20:15:33;uji;Syubhat
33843994161e0882a0f9800030592511;Cek kandungan pewarna;2022-01-13 20:15:44;uji;Syubhat
33843994161e0882a0f9800030592511;Cek kandungan pelarut (pewarna);2022-01-13 20:15:54;uji;Syubhat
33843994161e0882a0f9800030592511;Cek kandungan pelapis (pewarna);2022-01-13 20:16:17;uji;Halal
33843994161e0882a0f9800030592511;Cek sumber etanol (pewarna);2022-01-13 20:16:06;uji;Halal
33843994161e0882a0f9800030592511;Ambil Kesimpulan;2022-01-13 20:16:30;uji;Halal
34564208961de51e2accbe4065851550;Cek informasi bahan;2022-01-12 03:58:32;uji;Syubhat
34564208961de51e2accbe4065851550;Cek sertifikat halal;2022-01-12 03:58:39;uji;Syubhat
34564208961de51e2accbe4065851550;Cek certificate analysis;2022-01-12 03:58:51;uji;Syubhat
34564208961de51e2accbe4065851550;Cek kelompok bahan;2022-01-12 03:59:02;uji;Syubhat
34564208961de51e2accbe4065851550;Cek bahan kritis margarin;2022-01-12 03:59:15;uji;Syubhat
34564208961de51e2accbe4065851550;Cek jenis pewarna;2022-01-12 03:59:31;uji;Syubhat
34564208961de51e2accbe4065851550;Cek kandungan pewarna;2022-01-12 03:59:42;uji;Syubhat
34564208961de51e2accbe4065851550;Cek kandungan pelarut (pewarna);2022-01-12 03:59:53;uji;Syubhat
34564208961de51e2accbe4065851550;Cek kandungan pelapis (pewarna);2022-01-12 04:00:17;uji;Halal
34564208961de51e2accbe4065851550;Cek sumber etanol (pewarna);2022-01-12 04:00:07;uji;Haram
34564208961de51e2accbe4065851550;Ambil Kesimpulan;2022-01-12 04:00:31;uji;Haram
35095214861dffe62045254089096172;Cek informasi bahan;2022-01-13 10:26:48;uji;Syubhat
35095214861dffe62045254089096172;Cek sertifikat halal;2022-01-13 10:27:02;uji;Syubhat
35095214861dffe62045254089096172;Cek certificate analysis;2022-01-13 10:27:15;uji;Syubhat
35095214861dffe62045254089096172;Cek kelompok bahan;2022-01-13 10:27:31;uji;Syubhat
35095214861dffe62045254089096172;Cek bahan kritis jam/selai;2022-01-13 10:27:45;uji;Syubhat
35095214861dffe62045254089096172;Cek jenis pewarna;2022-01-13 10:28:00;uji;Syubhat
35095214861dffe62045254089096172;Cek kandungan pewarna;2022-01-13 10:28:13;uji;Syubhat
35095214861dffe62045254089096172;Cek kandungan pelarut (pewarna);2022-01-13 10:28:28;uji;Halal
35095214861dffe62045254089096172;Cek kandungan pelapis (pewarna);2022-01-13 10:28:43;uji;Syubhat
35095214861dffe62045254089096172;Cek kehalalan hewan (pewarna);2022-01-13 10:29:02;uji;Halal
35095214861dffe62045254089096172;Cek metode penyembelihan (pewarna);2022-01-13 10:29:23;uji;Halal
35095214861dffe62045254089096172;Ambil Kesimpulan;2022-01-13 10:29:40;uji;Halal
35284423861de8a2d04de08078319691;Cek informasi bahan;2022-01-12 07:58:45;uji;Syubhat
35284423861de8a2d04de08078319691;Cek sertifikat halal;2022-01-12 07:58:53;uji;Syubhat
35284423861de8a2d04de08078319691;Cek certificate analysis;2022-01-12 07:59:03;uji;Syubhat
35284423861de8a2d04de08078319691;Cek kelompok bahan;2022-01-12 07:59:14;uji;Syubhat
35284423861de8a2d04de08078319691;Cek bahan kritis pewarna;2022-01-12 07:59:25;uji;Syubhat
35284423861de8a2d04de08078319691;Cek kandungan pelarut;2022-01-12 07:59:37;uji;Halal
35284423861de8a2d04de08078319691;Ambil Kesimpulan;2022-01-12 08:00:05;uji;Halal
36602783261dede7594bbe2009536348;Cek informasi bahan;2022-01-12 13:58:18;uji;Syubhat
36602783261dede7594bbe2009536348;Cek sertifikat halal;2022-01-12 13:58:28;uji;Syubhat
36602783261dede7594bbe2009536348;Cek certificate analysis;2022-01-12 13:58:38;uji;Syubhat
36602783261dede7594bbe2009536348;Cek kelompok bahan;2022-01-12 13:58:48;uji;Syubhat
36602783261dede7594bbe2009536348;Cek bahan kritis HVP;2022-01-12 13:59:00;uji;Syubhat
36602783261dede7594bbe2009536348;Cek sumber enzim;2022-01-12 13:59:23;uji;Syubhat
36602783261dede7594bbe2009536348;Cek proses produksi (enzim);2022-01-12 13:59:32;uji;Halal
36602783261dede7594bbe2009536348;Ambil Kesimpulan;2022-01-12 13:59:55;uji;Halal
36611938461dd0a8a054261031947728;Cek informasi bahan;2022-01-11 04:41:55;uji;Syubhat
36611938461dd0a8a054261031947728;Cek sertifikat halal;2022-01-11 04:42:00;uji;Syubhat
36611938461dd0a8a054261031947728;Cek informasi sertifikat halal;2022-01-11 04:42:14;uji;Halal
36761474661dfed09d3c450034566808;Cek informasi bahan;2022-01-13 09:12:49;uji;Syubhat
36761474661dfed09d3c450034566808;Cek sertifikat halal;2022-01-13 09:12:59;uji;Syubhat
36761474661dfed09d3c450034566808;Cek certificate analysis;2022-01-13 09:13:14;uji;Syubhat
36761474661dfed09d3c450034566808;Cek kelompok bahan;2022-01-13 09:13:39;uji;Syubhat
36761474661dfed09d3c450034566808;Cek bahan kritis gula;2022-01-13 09:13:53;uji;Syubhat
36761474661dfed09d3c450034566808;Cek sumber karbon aktif;2022-01-13 09:14:09;uji;Syubhat
36761474661dfed09d3c450034566808;Cek kehalalan hewan (karbon aktif);2022-01-13 09:14:24;uji;Halal
36761474661dfed09d3c450034566808;Cek metode penyembelihan (karbon aktif);2022-01-13 09:14:40;uji;Haram
36761474661dfed09d3c450034566808;Ambil Kesimpulan;2022-01-13 09:15:21;uji;Haram
37121582061dd99bef17cb4071520559;Cek informasi bahan;2022-01-11 14:52:54;uji;Syubhat
37121582061dd99bef17cb4071520559;Cek sertifikat halal;2022-01-11 14:53:02;uji;Syubhat
37121582061dd99bef17cb4071520559;Cek certificate analysis;2022-01-11 14:53:12;uji;Syubhat
37121582061dd99bef17cb4071520559;Cek kelompok bahan;2022-01-11 14:53:23;uji;Syubhat
37121582061dd99bef17cb4071520559;Cek bahan kritis tepung terigu;2022-01-11 14:53:34;uji;Syubhat
37121582061dd99bef17cb4071520559;Cek sertifikat halal vitamin;2022-01-11 14:53:43;uji;Syubhat
37121582061dd99bef17cb4071520559;Cek kandungan vitamin;2022-01-11 14:53:57;uji;Halal
37121582061dd99bef17cb4071520559;Cek proses produksi mikrobial (vitamin);2022-01-11 14:54:09;uji;Syubhat
37121582061dd99bef17cb4071520559;Cek kehalalan media pertumbuhan (vitamin);2022-01-11 14:54:21;uji;Haram
37121582061dd99bef17cb4071520559;Ambil Kesimpulan;2022-01-11 14:54:36;uji;Haram
37429809561dff16742d299059023373;Cek informasi bahan;2022-01-13 09:31:26;uji;Syubhat
37429809561dff16742d299059023373;Cek sertifikat halal;2022-01-13 09:31:37;uji;Syubhat
37429809561dff16742d299059023373;Cek certificate analysis;2022-01-13 09:31:51;uji;Syubhat
37429809561dff16742d299059023373;Cek kelompok bahan;2022-01-13 09:32:05;uji;Syubhat
37429809561dff16742d299059023373;Cek bahan kritis jam/selai;2022-01-13 09:32:19;uji;Syubhat
37429809561dff16742d299059023373;Cek jenis pewarna;2022-01-13 09:32:35;uji;Syubhat
37429809561dff16742d299059023373;Cek kandungan pewarna;2022-01-13 09:32:50;uji;Syubhat
37429809561dff16742d299059023373;Cek kandungan pelapis (pewarna);2022-01-13 09:33:08;uji;Halal
37429809561dff16742d299059023373;Ambil Kesimpulan;2022-01-13 09:33:27;uji;Halal
38269042961e005970df4f4055193792;Cek informasi bahan;2022-01-13 10:57:35;uji;Syubhat
38269042961e005970df4f4055193792;Cek sertifikat halal;2022-01-13 10:57:45;uji;Syubhat
38269042961e005970df4f4055193792;Cek certificate analysis;2022-01-13 10:57:57;uji;Syubhat
38269042961e005970df4f4055193792;Cek kelompok bahan;2022-01-13 10:58:10;uji;Syubhat
38269042961e005970df4f4055193792;Cek bahan kritis jam/selai;2022-01-13 10:58:24;uji;Syubhat
38269042961e005970df4f4055193792;Cek jenis pewarna;2022-01-13 10:58:38;uji;Syubhat
38269042961e005970df4f4055193792;Cek kandungan pewarna;2022-01-13 10:58:50;uji;Syubhat
38269042961e005970df4f4055193792;Cek kandungan pelarut (pewarna);2022-01-13 10:59:04;uji;Syubhat
38269042961e005970df4f4055193792;Cek kandungan pelapis (pewarna);2022-01-13 10:59:29;uji;Syubhat
38269042961e005970df4f4055193792;Cek sumber etanol (pewarna);2022-01-13 10:59:17;uji;Halal
38269042961e005970df4f4055193792;Cek kehalalan hewan (pewarna);2022-01-13 10:59:43;uji;Halal
38269042961e005970df4f4055193792;Cek metode penyembelihan (pewarna);2022-01-13 10:59:54;uji;Halal
38269042961e005970df4f4055193792;Ambil Kesimpulan;2022-01-13 11:00:08;uji;Halal
38513183561e0c7cca8f5d0028626408;Cek informasi bahan;2022-01-14 00:46:08;uji;Syubhat
38513183561e0c7cca8f5d0028626408;Cek sertifikat halal;2022-01-14 00:46:14;uji;Syubhat
38513183561e0c7cca8f5d0028626408;Cek certificate analysis;2022-01-14 00:46:22;uji;Syubhat
38513183561e0c7cca8f5d0028626408;Cek kelompok bahan;2022-01-14 00:46:32;uji;Syubhat
38513183561e0c7cca8f5d0028626408;Cek bahan kritis sari buah/konsentrat;2022-01-14 00:46:42;uji;Syubhat
38513183561e0c7cca8f5d0028626408;Cek jenis pewarna;2022-01-14 00:46:53;uji;Syubhat
38513183561e0c7cca8f5d0028626408;Cek kandungan pewarna;2022-01-14 00:47:01;uji;Syubhat
38513183561e0c7cca8f5d0028626408;Cek kandungan pelapis (pewarna);2022-01-14 00:47:10;uji;Syubhat
38513183561e0c7cca8f5d0028626408;Cek kehalalan hewan (pewarna);2022-01-14 00:47:19;uji;Halal
38513183561e0c7cca8f5d0028626408;Cek metode penyembelihan (pewarna);2022-01-14 00:47:27;uji;Haram
38513183561e0c7cca8f5d0028626408;Ambil Kesimpulan;2022-01-14 00:47:38;uji;Haram
38806152361ddaea02d17c8029825962;Cek informasi bahan;2022-01-11 16:21:58;uji;Syubhat
38806152361ddaea02d17c8029825962;Cek sertifikat halal;2022-01-11 16:22:06;uji;Syubhat
38806152361ddaea02d17c8029825962;Cek certificate analysis;2022-01-11 16:22:16;uji;Syubhat
38806152361ddaea02d17c8029825962;Cek kelompok bahan;2022-01-11 16:22:41;uji;Syubhat
38806152361ddaea02d17c8029825962;Cek bahan kritis oleoresin;2022-01-11 16:22:51;uji;Syubhat
38806152361ddaea02d17c8029825962;Cek sumber emulsifier;2022-01-11 16:23:04;uji;Syubhat
38806152361ddaea02d17c8029825962;Cek kehalalan hewan (emulsifier);2022-01-11 16:23:14;uji;Halal
38806152361ddaea02d17c8029825962;Cek metode penyembelihan (emulsifier);2022-01-11 16:23:24;uji;Halal
38806152361ddaea02d17c8029825962;Ambil Kesimpulan;2022-01-11 16:23:46;uji;Halal
39123535161de57571d9895030654017;Cek informasi bahan;2022-01-12 04:21:48;uji;Syubhat
39123535161de57571d9895030654017;Cek sertifikat halal;2022-01-12 04:21:56;uji;Syubhat
39123535161de57571d9895030654017;Cek certificate analysis;2022-01-12 04:22:10;uji;Syubhat
39123535161de57571d9895030654017;Cek kelompok bahan;2022-01-12 04:22:24;uji;Syubhat
39123535161de57571d9895030654017;Cek bahan kritis margarin;2022-01-12 04:22:35;uji;Syubhat
39123535161de57571d9895030654017;Cek jenis pewarna;2022-01-12 04:22:50;uji;Syubhat
39123535161de57571d9895030654017;Cek kandungan pewarna;2022-01-12 04:23:00;uji;Syubhat
39123535161de57571d9895030654017;Cek kandungan pelarut (pewarna);2022-01-12 04:23:16;uji;Syubhat
39123535161de57571d9895030654017;Cek kandungan pelapis (pewarna);2022-01-12 04:23:41;uji;Syubhat
39123535161de57571d9895030654017;Cek sumber etanol (pewarna);2022-01-12 04:23:31;uji;Halal
39123535161de57571d9895030654017;Cek kehalalan hewan (pewarna);2022-01-12 04:23:57;uji;Halal
39123535161de57571d9895030654017;Cek metode penyembelihan (pewarna);2022-01-12 04:24:10;uji;Halal
39123535161de57571d9895030654017;Ambil Kesimpulan;2022-01-12 04:24:23;uji;Halal
39187622061dfe7350549e2045077843;Cek informasi bahan;2022-01-13 08:47:56;uji;Syubhat
39187622061dfe7350549e2045077843;Cek sertifikat halal;2022-01-13 08:48:07;uji;Syubhat
39187622061dfe7350549e2045077843;Cek certificate analysis;2022-01-13 08:48:21;uji;Syubhat
39187622061dfe7350549e2045077843;Cek kelompok bahan;2022-01-13 08:48:37;uji;Syubhat
39187622061dfe7350549e2045077843;Cek bahan kritis margarin;2022-01-13 08:48:51;uji;Syubhat
39187622061dfe7350549e2045077843;Cek sertifikat halal vitamin;2022-01-13 08:49:11;uji;Syubhat
39187622061dfe7350549e2045077843;Cek kandungan vitamin;2022-01-13 08:49:28;uji;Halal
39187622061dfe7350549e2045077843;Cek proses produksi mikrobial (vitamin);2022-01-13 08:49:44;uji;Syubhat
39187622061dfe7350549e2045077843;Cek kehalalan media pertumbuhan (vitamin);2022-01-13 08:49:58;uji;Halal
39187622061dfe7350549e2045077843;Ambil Kesimpulan;2022-01-13 08:50:15;uji;Halal
39398193361deda6cd46a10024708187;Cek informasi bahan;2022-01-12 13:41:06;uji;Syubhat
39398193361deda6cd46a10024708187;Cek sertifikat halal;2022-01-12 13:41:14;uji;Syubhat
39398193361deda6cd46a10024708187;Cek certificate analysis;2022-01-12 13:41:23;uji;Syubhat
39398193361deda6cd46a10024708187;Cek kelompok bahan;2022-01-12 13:41:33;uji;Syubhat
39398193361deda6cd46a10024708187;Cek bahan kritis HVP;2022-01-12 13:41:44;uji;Syubhat
39398193361deda6cd46a10024708187;Cek sumber enzim;2022-01-12 13:41:55;uji;Halal
39398193361deda6cd46a10024708187;Ambil Kesimpulan;2022-01-12 13:42:18;uji;Halal
39434814461e0c8feed9a20061136299;Cek informasi bahan;2022-01-14 00:51:14;uji;Syubhat
39434814461e0c8feed9a20061136299;Cek sertifikat halal;2022-01-14 00:51:22;uji;Syubhat
39434814461e0c8feed9a20061136299;Cek certificate analysis;2022-01-14 00:51:31;uji;Syubhat
39434814461e0c8feed9a20061136299;Cek kelompok bahan;2022-01-14 00:51:39;uji;Syubhat
39434814461e0c8feed9a20061136299;Cek bahan kritis sari buah/konsentrat;2022-01-14 00:51:49;uji;Syubhat
39434814461e0c8feed9a20061136299;Cek jenis pewarna;2022-01-14 00:51:59;uji;Syubhat
39434814461e0c8feed9a20061136299;Cek kandungan pewarna;2022-01-14 00:52:10;uji;Syubhat
39434814461e0c8feed9a20061136299;Cek kandungan pelarut (pewarna);2022-01-14 00:52:23;uji;Halal
39434814461e0c8feed9a20061136299;Cek kandungan pelapis (pewarna);2022-01-14 00:52:33;uji;Syubhat
39434814461e0c8feed9a20061136299;Cek kehalalan hewan (pewarna);2022-01-14 00:52:42;uji;Haram
39434814461e0c8feed9a20061136299;Ambil Kesimpulan;2022-01-14 00:52:52;uji;Haram
41055297861e050c46781b6043756531;Cek informasi bahan;2022-01-13 16:18:19;uji;Syubhat
41055297861e050c46781b6043756531;Cek sertifikat halal;2022-01-13 16:18:26;uji;Syubhat
41055297861e050c46781b6043756531;Cek certificate analysis;2022-01-13 16:18:35;uji;Syubhat
41055297861e050c46781b6043756531;Cek kelompok bahan;2022-01-13 16:18:45;uji;Syubhat
41055297861e050c46781b6043756531;Cek bahan kritis manisan buah-buahan;2022-01-13 16:18:55;uji;Syubhat
41055297861e050c46781b6043756531;Cek kandungan gula;2022-01-13 16:19:07;uji;Syubhat
41055297861e050c46781b6043756531;Cek sumber karbon aktif (gula);2022-01-13 16:19:17;uji;Syubhat
41055297861e050c46781b6043756531;Cek kehalalan hewan karbon aktif (gula);2022-01-13 16:19:26;uji;Halal
41055297861e050c46781b6043756531;Cek metode penyembelihan karbon aktif (gula);2022-01-13 16:19:36;uji;Halal
41055297861e050c46781b6043756531;Ambil Kesimpulan;2022-01-13 16:19:54;uji;Halal
41790771461dd31ca135a39078203413;Cek informasi bahan;2022-01-11 07:29:20;uji;Syubhat
41790771461dd31ca135a39078203413;Cek sertifikat halal;2022-01-11 07:29:29;uji;Syubhat
41790771461dd31ca135a39078203413;Cek certificate analysis;2022-01-11 07:29:41;uji;Syubhat
41790771461dd31ca135a39078203413;Cek kelompok bahan;2022-01-11 07:30:16;uji;Syubhat
41790771461dd31ca135a39078203413;Cek bahan kritis Dried Products;2022-01-11 07:30:26;uji;Syubhat
41790771461dd31ca135a39078203413;Cek sertifikat halal laktosa;2022-01-11 07:30:38;uji;Syubhat
41790771461dd31ca135a39078203413;Cek informasi SH laktosa;2022-01-11 07:30:56;uji;Halal
41790771461dd31ca135a39078203413;Ambil Kesimpulan;2022-01-11 07:35:58;uji;Halal
42080688461dd9640e22f49021582767;Cek informasi bahan;2022-01-11 14:37:58;uji;Syubhat
42080688461dd9640e22f49021582767;Cek sertifikat halal;2022-01-11 14:38:06;uji;Syubhat
42080688461dd9640e22f49021582767;Cek certificate analysis;2022-01-11 14:38:16;uji;Syubhat
42080688461dd9640e22f49021582767;Cek kelompok bahan;2022-01-11 14:38:40;uji;Syubhat
42080688461dd9640e22f49021582767;Cek bahan kritis tepung terigu;2022-01-11 14:38:50;uji;Syubhat
42080688461dd9640e22f49021582767;Cek sertifikat halal vitamin;2022-01-11 14:39:00;uji;Syubhat
42080688461dd9640e22f49021582767;Cek informasi sertifikat halal vitamin;2022-01-11 14:39:12;uji;Halal
42080688461dd9640e22f49021582767;Ambil Kesimpulan;2022-01-11 14:39:35;uji;Halal
42092895561e053d1ca7d30067252052;Cek informasi bahan;2022-01-13 16:31:20;uji;Syubhat
42092895561e053d1ca7d30067252052;Cek sertifikat halal;2022-01-13 16:31:39;uji;Syubhat
42092895561e053d1ca7d30067252052;Cek certificate analysis;2022-01-13 16:31:50;uji;Syubhat
42092895561e053d1ca7d30067252052;Cek kelompok bahan;2022-01-13 16:32:00;uji;Syubhat
